,,,,,,Team Totals,,,,,,,,,,,,,,,,,,Team Shooting,,,,,
2005-06,MIN,82,33,49,0.402,19855,2888,6340,2578,5398,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,7522,0.456,0.478,0.329,0.758,0.524,0.48
2005-06,NJN,82,49,33,0.598,19780,2778,6317,2301,4870,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,7691,0.44,0.472,0.33,0.758,0.528,0.478
2005-06,NOK,82,38,44,0.463,19805,2831,6428,2531,5543,300,885,1649,2176,918,2379,3297,1519,611,311,1095,1786,7611,0.44,0.457,0.339,0.758,0.515,0.464
2005-06,NYK,82,23,59,0.28,19930,2822,6206,2502,5322,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,7842,0.455,0.47,0.362,0.726,0.534,0.481
2005-06,SEA,82,35,47,0.427,19830,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,8411,0.459,0.487,0.371,0.785,0.551,0.504
2005-06,ORL,82,36,46,0.439,19905,2911,6167,2612,5371,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,7784,0.472,0.486,0.376,0.73,0.543,0.496
2005-06,PHI,82,38,44,0.463,19905,3001,6546,2626,5515,375,1031,1770,2330,873,2425,3298,1653,651,404,1159,1712,8147,0.458,0.476,0.364,0.76,0.538,0.487
2005-06,PHO,82,54,28,0.659,19955,3430,7167,2593,5070,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,8886,0.479,0.511,0.399,0.806,0.568,0.537
2005-06,POR,82,21,61,0.256,19730,2791,6267,2427,5225,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,7285,0.445,0.464,0.349,0.689,0.511,0.474
2005-06,SAC,82,44,38,0.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106,0.454,0.483,0.351,0.784,0.544,0.492
2005-06,SAS,82,63,19,0.768,19805,2993,6342,2469,4980,524,1362,1327,1891,851,2548,3399,1717,543,467,1126,1714,7837,0.472,0.496,0.385,0.702,0.546,0.513
2005-06,TOR,82,27,55,0.329,19955,3013,6639,2405,5019,608,1620,1653,2089,864,2291,3155,1593,529,272,1071,1965,8287,0.454,0.479,0.375,0.791,0.548,0.5
2005-06,UTA,82,41,41,0.5,19880,2744,6207,2433,5282,311,925,1774,2466,1071,2380,3451,1772,524,492,1290,2032,7573,0.442,0.461,0.336,0.719,0.519,0.467
2005-06,WAS,82,42,40,0.512,19830,2975,6656,2478,5262,497,1394,1889,2496,1035,2344,3379,1523,658,339,1143,1855,8336,0.447,0.471,0.357,0.757,0.538,0.484
2006-07,ATL,82,30,52,0.366,19880,2831,6372,2490,5334,341,1038,1677,2203,976,2312,3288,1573,609,446,1306,1970,7680,0.444,0.467,0.329,0.761,0.523,0.471
2006-07,BOS,82,24,58,0.293,19855,2858,6454,2387,5171,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,7857,0.443,0.462,0.367,0.767,0.53,0.479
2006-07,CHA,82,33,49,0.402,20005,2960,6643,2503,5363,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,7945,0.446,0.467,0.357,0.734,0.524,0.48
2006-07,CHI,82,49,33,0.598,19780,3046,6663,2566,5426,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,8100,0.457,0.473,0.388,0.734,0.534,0.493
2006-07,CLE,82,50,32,0.61,19880,2978,6658,2484,5254,494,1404,1484,2133,1039,2529,3568,1708,625,353,1177,1781,7934,0.447,0.473,0.352,0.696,0.522,0.484
2006-07,DAL,82,67,15,0.817,19755,3010,6442,2475,5038,535,1404,1646,2045,920,2515,3435,1632,560,408,1140,1837,8201,0.467,0.491,0.381,0.805,0.559,0.509
2006-07,DEN,82,45,37,0.549,19780,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,8639,0.465,0.5,0.336,0.746,0.548,0.501
2006-07,DET,82,53,29,0.646,19880,2942,6484,2493,5179,449,1305,1539,1988,948,2374,3322,1768,583,472,1001,1672,7872,0.454,0.481,0.344,0.774,0.535,0.488
2006-07,GSW,82,42,40,0.512,19755,3261,7048,2561,5081,700,1967,1515,2113,940,2456,3396,1950,750,466,1309,1933,8737,0.463,0.504,0.356,0.717,0.548,0.512
2006-07,HOU,82,52,30,0.634,19855,2906,6528,2201,4635,705,1893,1436,1906,880,2673,3553,1704,583,337,1162,1710,7953,0.445,0.475,0.372,0.753,0.54,0.499
2006-07,IND,82,35,47,0.427,19780,2872,6561,2391,5172,481,1389,1615,2125,990,2441,3431,1680,599,447,1335,1912,7840,0.438,0.462,0.346,0.76,0.523,0.474
2006-07,LAC,82,40,42,0.488,19730,2880,6318,2566,5415,314,903,1769,2245,888,2484,3372,1762,596,472,1239,1858,7843,0.456,0.474,0.348,0.788,0.537,0.481
2006-07,LAL,82,42,40,0.512,20030,3103,6664,2495,4940,608,1724,1660,2221,886,2495,3381,1850,600,421,1273,1889,8474,0.466,0.505,0.353,0.747,0.554,0.511
2006-07,MEM,82,22,60,0.268,19980,2998,6448,2498,5086,500,1362,1835,2410,866,2375,3241,1680,564,407,1343,1827,8331,0.465,0.491,0.367,0.761,0.555,0.504
2006-07,MIA,82,44,38,0.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759,0.464,0.503,0.343,0.69,0.541,0.506
2006-07,MIL,82,28,54,0.341,19855,3121,6714,2597,5242,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,8172,0.465,0.495,0.356,0.733,0.541,0.504
2006-07,MIN,82,32,50,0.39,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877,0.461,0.483,0.353,0.792,0.537,0.49
2006-07,NJN,82,41,41,0.5,19880,2913,6379,2304,4703,609,1676,1566,2153,822,2525,3347,1962,499,273,1212,1869,8001,0.457,0.49,0.363,0.727,0.546,0.504
2006-07,NOK,82,39,43,0.476,19880,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,7833,0.445,0.464,0.362,0.74,0.52,0.479
2006-07,NYK,82,33,49,0.402,20005,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,7994,0.457,0.487,0.346,0.715,0.539,0.494
2006-07,SEA,82,31,51,0.378,19830,3047,6628,2522,5177,525,1451,1511,1911,928,2322,3250,1695,631,301,1268,1801,8130,0.46,0.487,0.362,0.791,0.544,0.499
2006-07,ORL,82,40,42,0.488,19780,2875,6090,2533,5128,342,962,1679,2393,920,2418,3338,1525,565,416,1392,1904,7771,0.472,0.494,0.356,0.702,0.544,0.5
2006-07,PHI,82,35,47,0.427,19880,2932,6408,2648,5585,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,7785,0.458,0.474,0.345,0.767,0.53,0.48
2006-07,PHO,82,61,21,0.744,19905,3388,6855,2603,4890,785,1965,1476,1827,737,2583,3320,2122,553,394,1189,1659,9037,0.494,0.532,0.399,0.808,0.59,0.551
2006-07,POR,82,32,50,0.39,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717,0.45,0.474,0.346,0.769,0.53,0.483
2006-07,SAC,82,33,49,0.402,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303,0.45,0.48,0.35,0.765,0.545,0.491
2006-07,SAS,82,58,24,0.707,19780,2999,6328,2404,4767,595,1561,1486,1980,761,2577,3338,1814,587,417,1137,1588,8079,0.474,0.504,0.381,0.751,0.561,0.521
2006-07,TOR,82,47,35,0.573,19755,3032,6547,2501,5083,531,1464,1562,1982,755,2480,3235,1822,581,321,1104,1672,8157,0.463,0.492,0.363,0.788,0.55,0.504
2006-07,UTA,82,51,31,0.622,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322,0.474,0.501,0.335,0.743,0.551,0.502
2006-07,WAS,82,41,41,0.5,19830,3070,6820,2509,5206,561,1614,1855,2425,998,2379,3377,1660,635,375,1133,1823,8556,0.45,0.482,0.348,0.765,0.542,0.491
2007-08,ATL,82,37,45,0.451,19855,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,8054,0.454,0.473,0.356,0.772,0.535,0.483
2007-08,BOS,82,66,16,0.805,19755,2986,6286,2390,4722,596,1564,1677,2176,830,2615,3445,1833,696,379,1246,1864,8245,0.475,0.506,0.381,0.771,0.569,0.522
2007-08,CHA,82,32,50,0.39,19880,2960,6554,2431,5111,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,7959,0.452,0.476,0.367,0.714,0.532,0.492
2007-08,CHI,82,33,49,0.402,19805,2987,6861,2513,5556,474,1305,1533,2029,1050,2478,3528,1811,635,429,1197,1784,7981,0.435,0.452,0.363,0.756,0.515,0.47
2007-08,CLE,82,45,37,0.549,19855,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,7903,0.439,0.463,0.358,0.717,0.52,0.48
2007-08,DAL,82,51,31,0.622,19730,3025,6515,2531,5112,494,1403,1690,2075,883,2643,3526,1720,490,402,1037,1786,8234,0.464,0.495,0.352,0.814,0.554,0.502
2007-08,DEN,82,50,32,0.61,19855,3307,7038,2738,5433,569,1605,1891,2519,918,2698,3616,2024,752,551,1203,1731,9074,0.47,0.504,0.355,0.751,0.557,0.51
2007-08,DET,82,59,23,0.72,19730,2999,6551,2512,5221,487,1330,1507,1965,974,2423,3397,1831,583,472,956,1688,7992,0.458,0.481,0.366,0.767,0.539,0.495
2007-08,GSW,82,48,34,0.585,19780,3403,7406,2642,5221,761,2185,1538,2044,1045,2496,3541,1833,744,377,1082,1875,9105,0.459,0.506,0.348,0.752,0.548,0.511
2007-08,HOU,82,55,27,0.671,19730,3003,6698,2420,4991,583,1707,1342,1848,1002,2659,3661,1757,598,420,1125,1609,7931,0.448,0.485,0.342,0.726,0.528,0.492
2007-08,IND,82,36,46,0.439,19755,3102,6993,2347,4972,755,2021,1568,2042,904,2633,3537,1864,623,412,1236,1921,8527,0.444,0.472,0.374,0.768,0.54,0.498
2007-08,LAC,82,23,59,0.28,19805,2820,6445,2470,5366,350,1079,1702,2178,800,2491,3291,1732,557,398,1180,1745,7692,0.438,0.46,0.324,0.781,0.519,0.465
2007-08,LAL,82,57,25,0.695,19780,3248,6818,2586,5067,662,1751,1746,2270,898,2722,3620,2003,654,438,1156,1691,8904,0.476,0.51,0.378,0.769,0.57,0.525
2007-08,MEM,82,22,60,0.268,19805,3060,6737,2440,4958,620,1779,1517,2097,848,2567,3415,1574,503,386,1251,1592,8257,0.454,0.492,0.349,0.723,0.539,0.5
2007-08,MIA,82,15,67,0.183,19830,2808,6336,2317,4963,491,1373,1384,1903,743,2342,3085,1644,589,355,1202,1670,7491,0.443,0.467,0.358,0.727,0.522,0.482
2007-08,MIL,82,26,56,0.317,19855,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,7956,0.449,0.474,0.344,0.733,0.522,0.482
2007-08,MIN,82,22,60,0.268,19730,3076,6817,2635,5558,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,7839,0.451,0.474,0.35,0.736,0.518,0.484
2007-08,NJN,82,34,48,0.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,0.443,0.47,0.348,0.736,0.528,0.481
2007-08,NOH,82,56,26,0.683,19805,3164,6796,2534,5175,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,8270,0.466,0.49,0.389,0.769,0.548,0.512
2007-08,NYK,82,23,59,0.28,19880,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,7948,0.439,0.467,0.337,0.727,0.518,0.475
2007-08,SEA,82,20,62,0.244,19830,3125,7032,2812,6093,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,7999,0.444,0.462,0.333,0.77,0.509,0.467
2007-08,ORL,82,52,30,0.634,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567,0.474,0.516,0.386,0.721,0.575,0.537
2007-08,PHI,82,40,42,0.488,19755,3056,6648,2754,5696,302,952,1509,2137,1067,2370,3437,1673,712,400,1172,1620,7923,0.46,0.483,0.317,0.706,0.522,0.482
2007-08,PHO,82,55,27,0.671,19780,3392,6782,2698,5018,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,9026,0.5,0.538,0.393,0.783,0.59,0.551
2007-08,POR,82,41,41,0.5,19905,2935,6546,2397,5120,538,1426,1412,1841,901,2438,3339,1733,455,360,1056,1642,7820,0.448,0.468,0.377,0.767,0.532,0.489
2007-08,SAC,82,38,44,0.463,19830,3043,6558,2533,5191,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,8408,0.464,0.488,0.373,0.798,0.556,0.503
2007-08,SAS,82,56,26,0.683,19730,2938,6424,2344,4814,594,1610,1350,1774,771,2612,3383,1718,521,337,1035,1537,7820,0.457,0.487,0.369,0.761,0.543,0.504
2007-08,TOR,82,41,41,0.5,19830,3148,6726,2576,5267,572,1459,1347,1658,790,2496,3286,1953,570,336,959,1596,8215,0.468,0.489,0.392,0.812,0.551,0.511
2007-08,UTA,82,54,28,0.659,19705,3279,6592,2872,5497,407,1095,1745,2298,942,2410,3352,2165,717,355,1200,1970,8710,0.497,0.522,0.372,0.759,0.573,0.528
2007-08,WAS,82,43,39,0.524,19905,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,8104,0.446,0.475,0.356,0.782,0.535,0.489
2008-09,ATL,82,47,35,0.573,19705,2956,6451,2359,4818,597,1633,1537,2085,870,2412,3282,1657,603,376,1048,1610,8046,0.458,0.49,0.366,0.737,0.546,0.504
2008-09,BOS,82,62,20,0.756,19880,3075,6333,2537,4978,538,1355,1587,2075,869,2586,3455,1862,621,387,1280,1897,8275,0.486,0.51,0.397,0.765,0.571,0.528
2008-09,CHA,82,35,47,0.427,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677,0.455,0.479,0.366,0.74,0.536,0.494
2008-09,CHI,82,41,41,0.5,19930,3126,6846,2633,5553,493,1293,1633,2052,970,2481,3451,1732,615,453,1192,1709,8378,0.457,0.474,0.381,0.796,0.541,0.493
2008-09,CLE,82,66,16,0.805,19780,3022,6454,2366,4784,656,1670,1523,2012,886,2574,3460,1663,593,435,1045,1663,8223,0.468,0.495,0.393,0.757,0.56,0.519
2008-09,DAL,82,50,32,0.61,19805,3128,6770,2557,5138,571,1632,1516,1852,909,2595,3504,1779,591,429,1043,1600,8343,0.462,0.498,0.35,0.819,0.55,0.504
2008-09,DEN,82,54,28,0.659,19730,3058,6510,2510,5033,548,1477,1891,2487,905,2507,3412,1820,710,492,1257,1874,8555,0.47,0.499,0.371,0.76,0.563,0.512
2008-09,DET,82,39,43,0.476,19905,2981,6559,2604,5480,377,1079,1388,1849,949,2448,3397,1689,493,377,973,1712,7727,0.454,0.475,0.349,0.751,0.524,0.483
2008-09,GSW,82,29,53,0.354,19880,3231,7055,2681,5580,550,1475,1893,2392,953,2492,3445,1711,638,527,1201,1842,8905,0.458,0.48,0.373,0.791,0.549,0.497
2008-09,HOU,82,53,29,0.646,19805,2959,6526,2338,4870,621,1656,1531,1903,862,2662,3524,1662,548,355,1158,1553,8070,0.453,0.48,0.375,0.805,0.548,0.501
2008-09,IND,82,36,46,0.439,19830,3220,7080,2568,5355,652,1725,1525,1890,924,2661,3585,1775,573,434,1189,1895,8617,0.455,0.48,0.378,0.807,0.545,0.501
2008-09,LAC,82,19,63,0.232,19880,2955,6696,2420,5183,535,1513,1354,1839,890,2377,3267,1723,572,482,1221,1650,7799,0.441,0.467,0.354,0.736,0.52,0.481
2008-09,LAL,82,65,17,0.793,19780,3307,6981,2760,5465,547,1516,1607,2087,1015,2587,3602,1908,718,420,1103,1698,8768,0.474,0.505,0.361,0.77,0.555,0.513
2008-09,MEM,82,24,58,0.293,19805,2865,6311,2467,5205,398,1106,1570,2077,847,2337,3184,1423,615,385,1252,1777,7698,0.454,0.474,0.36,0.756,0.533,0.486
2008-09,MIA,82,43,39,0.524,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061,0.457,0.489,0.357,0.754,0.54,0.5
2008-09,MIL,82,34,48,0.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,0.445,0.467,0.363,0.78,0.531,0.483
2008-09,MIN,82,24,58,0.293,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019,0.441,0.467,0.353,0.769,0.526,0.481
2008-09,NJN,82,34,48,0.415,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044,0.448,0.473,0.376,0.779,0.543,0.497
2008-09,NOH,82,49,33,0.598,19755,2911,6366,2355,4840,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,7857,0.457,0.487,0.364,0.807,0.548,0.501
2008-09,NYK,82,32,50,0.39,19805,3157,7091,2334,4807,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,8627,0.445,0.486,0.36,0.784,0.544,0.503
2008-09,OKC,82,23,59,0.28,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952,0.447,0.463,0.346,0.786,0.521,0.471
2008-09,ORL,82,59,23,0.72,19730,2929,6416,2112,4269,817,2147,1611,2253,819,2728,3547,1593,570,439,1142,1664,8286,0.457,0.495,0.381,0.715,0.559,0.52
2008-09,PHI,82,41,41,0.5,19755,2997,6532,2656,5460,341,1072,1652,2216,1039,2336,3375,1647,658,415,1157,1650,7987,0.459,0.486,0.318,0.745,0.532,0.485
2008-09,PHO,82,46,36,0.561,19755,3373,6695,2820,5250,553,1445,1675,2251,900,2520,3420,1905,589,420,1288,1691,8974,0.504,0.537,0.383,0.744,0.584,0.545
2008-09,POR,82,54,28,0.659,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153,0.465,0.49,0.383,0.765,0.553,0.511
2008-09,SAC,82,17,65,0.207,19905,2990,6685,2404,5091,586,1594,1682,2107,840,2366,3206,1619,569,349,1266,1910,8248,0.447,0.472,0.368,0.798,0.542,0.491
2008-09,SAS,82,54,28,0.659,19905,3042,6534,2417,4914,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,7958,0.466,0.492,0.386,0.761,0.548,0.513
2008-09,TOR,82,33,49,0.402,19805,3054,6673,2575,5384,479,1289,1534,1861,802,2513,3315,1835,523,390,1098,1593,8121,0.458,0.478,0.372,0.824,0.542,0.494
2008-09,UTA,82,48,34,0.585,19880,3143,6623,2751,5501,392,1122,1814,2352,940,2423,3363,2024,719,374,1210,1830,8492,0.475,0.5,0.349,0.771,0.554,0.504
2008-09,WAS,82,19,63,0.232,19705,2994,6655,2599,5457,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,7877,0.45,0.476,0.33,0.767,0.524,0.48
2009-10,ATL,82,53,29,0.646,19855,3181,6801,2657,5346,524,1455,1452,1914,969,2451,3420,1789,592,413,980,1632,8338,0.468,0.497,0.36,0.759,0.545,0.506
2009-10,BOS,82,50,32,0.61,19780,3039,6294,2540,4861,499,1433,1559,2090,716,2449,3165,1930,701,402,1219,1816,8136,0.483,0.523,0.348,0.746,0.564,0.522
2009-10,CHA,82,44,38,0.537,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813,0.453,0.482,0.346,0.751,0.538,0.49
2009-10,CHI,82,41,41,0.5,19905,3081,6825,2729,5759,352,1066,1479,1962,937,2715,3652,1704,531,478,1175,1648,7993,0.451,0.474,0.33,0.754,0.52,0.477
2009-10,CLE,82,61,21,0.744,19780,3101,6391,2499,4809,602,1582,1569,2180,791,2692,3483,1835,564,425,1137,1591,8373,0.485,0.52,0.381,0.72,0.57,0.532
2009-10,DAL,82,55,27,0.671,19880,3140,6760,2582,5262,558,1498,1526,1870,834,2586,3420,1917,624,449,1059,1563,8364,0.464,0.491,0.372,0.816,0.552,0.506
2009-10,DEN,82,53,29,0.646,19780,3124,6678,2580,5161,544,1517,1937,2508,889,2505,3394,1719,683,417,1136,1844,8729,0.468,0.5,0.359,0.772,0.561,0.509
2009-10,DET,82,27,55,0.329,19780,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,3295,1591,596,313,1100,1822,7709,0.445,0.474,0.314,0.728,0.515,0.474
2009-10,GSW,82,26,56,0.317,19730,3329,7094,2696,5407,633,1687,1631,2085,753,2397,3150,1839,761,340,1204,1886,8922,0.469,0.499,0.375,0.782,0.557,0.514
2009-10,HOU,82,42,40,0.512,19905,3094,6923,2448,5085,646,1838,1561,2022,971,2471,3442,1790,583,318,1188,1712,8395,0.447,0.481,0.351,0.772,0.537,0.494
2009-10,IND,82,32,50,0.39,19705,3020,6823,2361,4927,659,1896,1564,2019,785,2618,3403,1730,585,439,1232,1848,8263,0.443,0.479,0.348,0.775,0.536,0.491
2009-10,LAC,82,29,53,0.354,19705,3002,6601,2519,5144,483,1457,1362,1867,927,2502,3429,1810,532,466,1285,1581,7849,0.455,0.49,0.332,0.73,0.529,0.491
2009-10,LAL,82,57,25,0.695,19830,3144,6875,2612,5313,532,1562,1519,1985,973,2662,3635,1730,612,400,1096,1592,8339,0.457,0.492,0.341,0.765,0.538,0.496
2009-10,MEM,82,40,42,0.488,19905,3223,6875,2879,5855,344,1020,1614,2202,1070,2496,3566,1543,645,399,1248,1655,8404,0.469,0.492,0.337,0.733,0.536,0.494
2009-10,MIA,82,47,35,0.573,19880,2984,6518,2490,5092,494,1426,1452,1931,875,2553,3428,1548,605,457,1079,1710,7914,0.458,0.489,0.346,0.752,0.537,0.496
2009-10,MIL,82,46,36,0.561,19980,3050,6998,2405,5185,645,1813,1264,1675,965,2560,3525,1740,580,385,1085,1823,8009,0.436,0.464,0.356,0.755,0.518,0.482
2009-10,MIN,82,15,67,0.183,19780,3106,6923,2703,5742,403,1181,1436,1926,962,2556,3518,1626,597,306,1333,1699,8051,0.449,0.471,0.341,0.746,0.518,0.478
2009-10,NJN,82,12,70,0.146,19780,2813,6554,2436,5369,377,1185,1572,2015,897,2358,3255,1540,573,393,1182,1643,7575,0.429,0.454,0.318,0.78,0.509,0.458
2009-10,NOH,82,37,45,0.451,19830,3178,6842,2607,5270,571,1572,1293,1661,852,2450,3302,1828,625,300,1103,1606,8220,0.464,0.495,0.363,0.778,0.543,0.506
2009-10,NYK,82,29,53,0.354,19880,3127,6876,2384,4731,743,2145,1376,1759,836,2477,3313,1772,586,305,1148,1638,8373,0.455,0.504,0.346,0.782,0.547,0.509
2009-10,OKC,82,50,32,0.61,19805,3063,6629,2645,5400,418,1229,1778,2210,960,2607,3567,1639,654,481,1227,1743,8322,0.462,0.49,0.34,0.805,0.547,0.494
2009-10,ORL,82,59,23,0.72,19730,3005,6394,2164,4153,841,2241,1575,2176,810,2736,3546,1615,512,456,1155,1629,8426,0.47,0.521,0.375,0.724,0.573,0.536
2009-10,PHI,82,27,55,0.329,19805,3087,6706,2613,5325,474,1381,1366,1808,941,2421,3362,1723,667,439,1192,1677,8014,0.46,0.491,0.343,0.756,0.534,0.496
2009-10,PHO,82,54,28,0.659,19730,3339,6788,2609,5018,730,1770,1631,2117,910,2616,3526,1912,479,418,1210,1713,9039,0.492,0.52,0.412,0.77,0.585,0.546
2009-10,POR,82,50,32,0.61,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045,0.461,0.49,0.354,0.79,0.547,0.499
2009-10,SAC,82,25,57,0.305,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200,0.456,0.483,0.349,0.726,0.528,0.491
2009-10,SAS,82,50,32,0.61,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312,0.473,0.508,0.358,0.74,0.552,0.515
2009-10,TOR,82,40,42,0.488,19780,3199,6631,2681,5234,518,1397,1618,2118,806,2507,3313,1804,469,384,1100,1819,8534,0.482,0.512,0.371,0.764,0.564,0.521
2009-10,UTA,82,53,29,0.646,19755,3227,6575,2788,5368,439,1207,1654,2233,872,2588,3460,2187,675,400,1246,1859,8547,0.491,0.519,0.364,0.741,0.565,0.524
2009-10,WAS,82,26,56,0.317,19830,3008,6700,2576,5475,432,1225,1444,1895,966,2458,3424,1557,493,421,1219,1752,7892,0.449,0.471,0.353,0.762,0.524,0.481
