,,,,,,Team Totals,,,,,,,,,,,,,,,,,,Team Shooting,,,,,
2010-11,ATL,82,44,38,0.537,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790,0.462,0.494,0.352,0.779,0.542,0.501
2010-11,BOS,82,56,26,0.683,19780,3023,6219,2615,5100,408,1119,1459,1895,639,2542,3181,1921,676,344,1195,1678,7913,0.486,0.513,0.365,0.77,0.561,0.519
2010-11,CHA,82,34,48,0.415,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650,0.451,0.48,0.327,0.756,0.528,0.482
2010-11,CHI,82,62,20,0.756,19830,3042,6587,2531,5172,511,1415,1492,2008,967,2654,3621,1827,592,468,1161,1639,8087,0.462,0.489,0.361,0.743,0.541,0.501
2010-11,CLE,82,19,63,0.232,19755,2886,6647,2377,5158,509,1489,1546,2075,856,2449,3305,1720,544,341,1166,1648,7827,0.434,0.461,0.342,0.745,0.518,0.472
2010-11,DAL,82,57,25,0.695,19705,3069,6463,2424,4695,645,1768,1437,1850,780,2618,3398,1954,557,352,1145,1575,8220,0.475,0.516,0.365,0.777,0.565,0.525
2010-11,DEN,82,50,32,0.61,19705,3145,6613,2483,4909,662,1704,1859,2429,791,2652,3443,1813,605,352,1157,1719,8811,0.476,0.506,0.388,0.765,0.574,0.526
2010-11,DET,82,30,52,0.366,19880,3056,6647,2584,5391,472,1256,1367,1854,931,2236,3167,1730,595,328,1067,1629,7951,0.46,0.479,0.376,0.737,0.533,0.495
2010-11,GSW,82,36,46,0.439,19830,3251,7047,2566,5298,685,1749,1290,1695,955,2370,3325,1847,737,406,1198,1806,8477,0.461,0.484,0.392,0.761,0.544,0.51
2010-11,HOU,82,43,39,0.524,19880,3170,6975,2493,5132,677,1843,1668,2083,962,2549,3511,1955,581,371,1110,1641,8685,0.454,0.486,0.367,0.801,0.55,0.503
2010-11,IND,82,37,45,0.451,19780,3003,6787,2418,5134,585,1653,1592,2035,914,2657,3571,1611,584,456,1262,1782,8183,0.442,0.471,0.354,0.782,0.533,0.486
2010-11,LAC,82,32,50,0.39,19855,3015,6594,2502,5075,513,1519,1546,2187,955,2501,3456,1813,585,402,1343,1733,8089,0.457,0.493,0.338,0.707,0.535,0.496
2010-11,LAL,82,57,25,0.695,19830,3128,6757,2604,5270,524,1487,1541,1979,989,2616,3605,1801,602,422,1073,1555,8321,0.463,0.494,0.352,0.779,0.545,0.502
2010-11,MEM,82,46,36,0.561,19880,3200,6801,2891,5875,309,926,1486,1981,970,2391,3361,1691,771,441,1145,1705,8195,0.471,0.492,0.334,0.75,0.534,0.493
2010-11,MIA,82,58,24,0.707,19780,3031,6301,2484,4822,547,1479,1760,2288,790,2666,3456,1639,544,430,1142,1674,8369,0.481,0.515,0.37,0.769,0.573,0.524
2010-11,MIL,82,35,47,0.427,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534,0.43,0.454,0.342,0.757,0.511,0.467
2010-11,MIN,82,17,65,0.207,19780,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,3641,1650,592,422,1398,1825,8288,0.441,0.459,0.376,0.768,0.526,0.483
2010-11,NJN,82,24,58,0.293,20005,2918,6638,2459,5301,459,1337,1427,1881,909,2440,3349,1723,458,384,1152,1807,7722,0.44,0.464,0.343,0.759,0.517,0.474
2010-11,NOH,82,46,36,0.561,19830,2944,6416,2500,5184,444,1232,1452,1897,824,2468,3292,1691,624,359,1069,1719,7784,0.459,0.482,0.36,0.765,0.537,0.493
2010-11,NYK,82,42,40,0.512,19780,3140,6867,2375,4786,765,2081,1689,2087,847,2470,3317,1757,625,475,1123,1743,8734,0.457,0.496,0.368,0.809,0.561,0.513
2010-11,OKC,82,55,27,0.671,20005,3066,6609,2579,5206,487,1403,1977,2401,903,2604,3507,1672,654,487,1156,1836,8596,0.464,0.495,0.347,0.823,0.561,0.501
2010-11,ORL,82,52,30,0.634,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135,0.461,0.507,0.366,0.692,0.554,0.521
2010-11,PHI,82,41,41,0.5,19930,3125,6776,2682,5528,443,1248,1426,1851,850,2578,3428,1861,621,355,1063,1592,8119,0.461,0.485,0.355,0.77,0.535,0.494
2010-11,PHO,82,40,42,0.488,20005,3219,6844,2518,4987,701,1857,1472,1939,821,2478,3299,1945,545,357,1169,1666,8611,0.47,0.505,0.377,0.759,0.559,0.522
2010-11,POR,82,48,34,0.585,19805,2951,6599,2433,5096,518,1503,1476,1835,996,2230,3226,1736,660,358,1070,1585,7896,0.447,0.477,0.345,0.804,0.533,0.486
2010-11,SAC,82,24,58,0.293,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151,0.449,0.475,0.335,0.734,0.519,0.48
2010-11,SAS,82,61,21,0.744,19780,3148,6628,2463,4901,685,1727,1521,1984,829,2603,3432,1836,602,372,1101,1556,8502,0.475,0.503,0.397,0.767,0.567,0.527
2010-11,TOR,82,22,60,0.268,19780,3144,6755,2799,5664,345,1091,1491,1976,963,2343,3306,1795,581,350,1206,1807,8124,0.465,0.494,0.316,0.755,0.533,0.491
2010-11,UTA,82,39,43,0.476,19880,3064,6590,2629,5334,435,1256,1590,2061,898,2338,3236,1921,629,484,1175,1865,8153,0.465,0.493,0.346,0.771,0.544,0.498
2010-11,WAS,82,23,59,0.28,19930,3048,6888,2656,5706,392,1182,1489,1999,1013,2374,3387,1592,665,502,1258,1850,7977,0.443,0.465,0.332,0.745,0.513,0.471
2011-12,ATL,66,40,26,0.606,16165,2429,5348,1937,4018,492,1330,1025,1385,652,2066,2718,1481,536,303,921,1178,6375,0.454,0.482,0.37,0.74,0.535,0.5
2011-12,BOS,66,39,27,0.591,15940,2341,5086,1978,4098,363,988,1017,1308,509,2051,2560,1557,498,362,979,1315,6062,0.46,0.483,0.367,0.778,0.535,0.496
2011-12,CHA,66,7,59,0.106,15890,2193,5293,1930,4401,263,892,1090,1462,677,1894,2571,1326,397,361,957,1249,5739,0.414,0.439,0.295,0.746,0.483,0.439
2011-12,CHI,66,50,16,0.758,15940,2467,5462,2048,4345,419,1117,1006,1394,915,2165,3080,1527,456,388,923,1139,6359,0.452,0.471,0.375,0.722,0.523,0.49
2011-12,CLE,66,21,45,0.318,15965,2261,5360,1821,4087,440,1273,1178,1645,841,1949,2790,1308,466,262,1017,1317,6140,0.422,0.446,0.346,0.716,0.505,0.463
2011-12,DAL,66,36,30,0.545,16065,2398,5412,1901,3948,497,1464,1029,1334,665,2157,2822,1380,565,337,926,1226,6322,0.443,0.482,0.339,0.771,0.527,0.489
2011-12,DEN,66,38,28,0.576,16040,2572,5404,2137,4093,435,1311,1293,1760,738,2105,2843,1581,540,330,1015,1297,6872,0.476,0.522,0.332,0.735,0.556,0.516
2011-12,DET,66,25,41,0.379,15965,2291,5232,1974,4316,317,916,1098,1461,775,1882,2657,1232,460,278,1033,1293,5997,0.438,0.457,0.346,0.752,0.51,0.468
2011-12,GSW,66,23,43,0.348,15915,2489,5443,1965,4092,524,1351,951,1235,640,1947,2587,1470,528,362,915,1410,6453,0.457,0.48,0.388,0.77,0.539,0.505
2011-12,HOU,66,34,32,0.515,16065,2489,5543,2011,4213,478,1330,1018,1301,769,2014,2783,1404,496,319,955,1347,6474,0.449,0.477,0.359,0.782,0.529,0.492
2011-12,IND,66,42,24,0.636,15990,2354,5375,1962,4311,392,1064,1349,1724,826,2070,2896,1228,523,357,925,1430,6449,0.438,0.455,0.368,0.782,0.526,0.474
2011-12,LAC,66,40,26,0.606,15965,2439,5366,1925,3925,514,1441,1046,1538,800,1943,2743,1385,556,315,879,1399,6438,0.455,0.49,0.357,0.68,0.533,0.502
2011-12,LAL,66,41,25,0.621,16065,2429,5319,2067,4207,362,1112,1202,1589,799,2251,3050,1485,390,351,997,1109,6422,0.457,0.491,0.326,0.756,0.534,0.491
2011-12,MEM,66,41,25,0.621,15940,2425,5422,2148,4573,277,849,1142,1504,831,1944,2775,1290,631,345,955,1316,6269,0.447,0.47,0.326,0.759,0.515,0.473
2011-12,MIA,66,46,20,0.697,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500,0.469,0.496,0.359,0.775,0.549,0.505
2011-12,MIL,66,31,35,0.47,15865,2502,5652,2066,4387,436,1265,1095,1415,820,1983,2803,1550,548,335,929,1273,6535,0.443,0.471,0.345,0.774,0.521,0.481
2011-12,MIN,66,26,40,0.394,15940,2355,5434,1882,4011,473,1423,1281,1662,797,2089,2886,1290,436,293,1001,1212,6464,0.433,0.469,0.332,0.771,0.524,0.477
2011-12,NJN,66,22,44,0.333,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144,0.425,0.457,0.342,0.777,0.516,0.473
2011-12,NOH,66,21,45,0.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,0.451,0.472,0.333,0.757,0.517,0.476
2011-12,NYK,66,36,30,0.545,15940,2365,5335,1848,3797,517,1538,1211,1634,743,2012,2755,1328,622,276,1056,1391,6458,0.443,0.487,0.336,0.741,0.533,0.492
2011-12,OKC,66,47,19,0.712,15990,2462,5229,1990,3912,472,1317,1406,1744,726,2157,2883,1224,498,539,1079,1352,6802,0.471,0.509,0.358,0.806,0.567,0.516
2011-12,ORL,66,37,29,0.561,15965,2275,5162,1605,3377,670,1785,995,1508,742,2060,2802,1321,451,275,984,1168,6215,0.441,0.475,0.375,0.66,0.533,0.506
2011-12,PHI,66,35,31,0.53,15915,2471,5516,2122,4553,349,963,889,1198,704,2144,2848,1453,526,340,738,1157,6180,0.448,0.466,0.362,0.742,0.511,0.48
2011-12,PHO,66,33,33,0.5,15840,2495,5445,2051,4150,444,1295,1058,1397,717,2035,2752,1486,431,366,928,1233,6492,0.458,0.494,0.343,0.757,0.536,0.499
2011-12,POR,66,28,38,0.424,15965,2402,5417,1924,4035,478,1382,1133,1423,735,1949,2684,1349,528,322,935,1251,6415,0.443,0.477,0.346,0.796,0.531,0.488
2011-12,SAC,66,22,44,0.333,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518,0.436,0.471,0.316,0.736,0.51,0.472
2011-12,SAS,66,50,16,0.758,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841,0.478,0.507,0.393,0.748,0.562,0.528
2011-12,TOR,66,23,43,0.348,15965,2268,5154,1903,4079,365,1075,1085,1410,697,2074,2771,1382,429,321,1001,1532,5986,0.44,0.467,0.34,0.77,0.518,0.475
2011-12,UTA,66,36,30,0.545,16165,2523,5531,2250,4686,273,845,1258,1668,861,2055,2916,1439,545,385,936,1441,6577,0.456,0.48,0.323,0.754,0.525,0.481
2011-12,WAS,66,20,46,0.303,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180,0.441,0.47,0.32,0.727,0.508,0.472
2012-13,ATL,82,44,38,0.537,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032,0.464,0.501,0.371,0.715,0.546,0.517
2012-13,BOS,81,41,40,0.506,19840,3001,6459,2503,5069,498,1390,1318,1698,654,2533,3187,1843,667,365,1181,1717,7818,0.465,0.494,0.358,0.776,0.542,0.503
2012-13,CHA,82,21,61,0.256,19805,2823,6649,2354,5250,469,1399,1546,2060,917,2389,3306,1587,591,479,1153,1561,7661,0.425,0.448,0.335,0.75,0.507,0.46
2012-13,CHI,82,45,37,0.549,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641,0.437,0.456,0.353,0.773,0.512,0.47
2012-13,CLE,82,24,58,0.293,19730,2993,6901,2446,5320,547,1581,1380,1826,1004,2359,3363,1694,647,334,1149,1737,7913,0.434,0.46,0.346,0.756,0.514,0.473
2012-13,DAL,82,41,41,0.5,19980,3182,6892,2576,5264,606,1628,1323,1669,767,2670,3437,1906,648,454,1144,1698,8293,0.462,0.489,0.372,0.793,0.544,0.506
2012-13,DEN,82,57,25,0.695,19905,3339,6983,2818,5465,521,1518,1505,2148,1092,2601,3693,2002,762,533,1253,1682,8704,0.478,0.516,0.343,0.701,0.549,0.515
2012-13,DET,82,29,53,0.354,19805,2979,6638,2466,5198,513,1440,1307,1870,991,2463,3454,1742,574,400,1241,1623,7778,0.449,0.474,0.356,0.699,0.521,0.487
2012-13,GSW,82,47,35,0.573,19805,3130,6840,2472,5208,658,1632,1378,1744,885,2801,3686,1845,567,346,1236,1753,8296,0.458,0.475,0.403,0.79,0.545,0.506
2012-13,HOU,82,45,37,0.549,19780,3124,6782,2257,4413,867,2369,1573,2087,909,2652,3561,1902,679,359,1348,1662,8688,0.461,0.511,0.366,0.754,0.564,0.525
2012-13,IND,81,49,32,0.605,19590,2845,6525,2290,4926,555,1599,1429,1915,1043,2671,3714,1645,580,513,1227,1623,7674,0.436,0.465,0.347,0.746,0.521,0.479
2012-13,LAC,82,56,26,0.683,19730,3160,6608,2533,4856,627,1752,1342,1888,938,2475,3413,1958,784,461,1197,1716,8289,0.478,0.522,0.358,0.711,0.557,0.526
2012-13,LAL,82,45,37,0.549,19755,3041,6640,2326,4625,715,2015,1584,2289,942,2732,3674,1818,576,429,1232,1467,8381,0.458,0.503,0.355,0.692,0.548,0.512
2012-13,MEM,82,56,26,0.683,19805,2964,6679,2582,5572,382,1107,1349,1746,1059,2445,3504,1715,703,436,1144,1660,7659,0.444,0.463,0.345,0.773,0.514,0.472
2012-13,MIA,82,66,16,0.805,19880,3148,6348,2431,4539,717,1809,1423,1887,676,2490,3166,1890,710,441,1143,1533,8436,0.496,0.536,0.396,0.754,0.588,0.552
2012-13,MIL,82,38,44,0.463,19830,3128,7197,2527,5527,601,1670,1251,1700,1068,2537,3605,1876,685,550,1156,1554,8108,0.435,0.457,0.36,0.736,0.51,0.476
2012-13,MIN,82,31,51,0.378,19730,2943,6702,2493,5227,450,1475,1515,2042,973,2473,3446,1836,700,387,1214,1509,7851,0.439,0.477,0.305,0.742,0.516,0.473
2012-13,BRK,82,49,33,0.598,19855,2942,6544,2314,4784,628,1760,1432,1958,1047,2460,3507,1668,599,391,1206,1500,7944,0.45,0.484,0.357,0.731,0.536,0.498
2012-13,NOH,82,27,55,0.329,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714,0.448,0.473,0.363,0.776,0.528,0.489
2012-13,NYK,82,54,28,0.659,19730,2996,6689,2105,4318,891,2371,1313,1729,890,2436,3326,1579,672,294,988,1650,8196,0.448,0.487,0.376,0.759,0.55,0.515
2012-13,OKC,82,60,22,0.732,19830,3126,6504,2528,4916,598,1588,1819,2196,854,2725,3579,1753,679,624,1253,1654,8669,0.481,0.514,0.377,0.828,0.58,0.527
2012-13,ORL,82,20,62,0.244,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718,0.448,0.482,0.329,0.755,0.514,0.485
2012-13,PHI,82,34,48,0.415,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640,0.444,0.466,0.36,0.729,0.509,0.481
2012-13,PHO,82,25,57,0.305,19805,3061,6917,2581,5462,480,1455,1203,1618,959,2454,3413,1855,659,434,1278,1688,7805,0.443,0.473,0.33,0.744,0.512,0.477
2012-13,POR,82,33,49,0.402,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995,0.448,0.486,0.353,0.776,0.536,0.498
2012-13,SAC,82,28,54,0.341,19830,3086,6904,2476,5223,610,1681,1437,1869,943,2385,3328,1708,671,342,1199,1717,8219,0.447,0.474,0.363,0.769,0.532,0.491
2012-13,SAS,82,58,24,0.707,19880,3210,6675,2547,4911,663,1764,1365,1725,666,2721,3387,2058,695,446,1206,1427,8448,0.481,0.519,0.376,0.791,0.568,0.531
2012-13,TOR,82,34,48,0.415,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971,0.446,0.48,0.343,0.788,0.532,0.488
2012-13,UTA,82,43,39,0.524,19880,3046,6710,2539,5325,507,1385,1439,1883,989,2457,3446,1859,690,515,1210,1750,8038,0.454,0.477,0.366,0.764,0.533,0.492
2012-13,WAS,82,29,53,0.354,19855,2910,6693,2365,5198,545,1495,1279,1746,887,2652,3539,1775,598,376,1238,1681,7644,0.435,0.455,0.365,0.733,0.512,0.475
2013-14,ATL,82,38,44,0.463,19830,3061,6688,2293,4572,768,2116,1392,1782,713,2565,3278,2041,680,326,1251,1577,8282,0.458,0.502,0.363,0.781,0.554,0.515
2013-14,BOS,82,25,57,0.305,19730,2996,6883,2421,5154,575,1729,1325,1706,980,2505,3485,1726,584,343,1261,1743,7892,0.435,0.47,0.333,0.777,0.517,0.477
2013-14,CHA,82,43,39,0.524,19905,2976,6730,2460,5259,516,1471,1474,2000,776,2724,3500,1778,499,421,1010,1493,7942,0.442,0.468,0.351,0.737,0.522,0.481
2013-14,CHI,82,48,34,0.585,19930,2843,6577,2335,5118,508,1459,1486,1908,937,2683,3620,1860,594,424,1223,1565,7680,0.432,0.456,0.348,0.779,0.518,0.471
2013-14,CLE,82,33,49,0.402,19930,3036,6955,2452,5315,584,1640,1398,1861,989,2629,3618,1738,579,304,1163,1640,8054,0.437,0.461,0.356,0.751,0.518,0.479
2013-14,DAL,82,49,33,0.598,19830,3249,6858,2528,4981,721,1877,1378,1733,840,2514,3354,1935,704,356,1110,1636,8597,0.474,0.508,0.384,0.795,0.564,0.526
2013-14,DEN,82,36,46,0.439,19755,3147,7042,2445,5083,702,1959,1563,2154,1009,2717,3726,1838,615,459,1305,1890,8559,0.447,0.481,0.358,0.726,0.536,0.497
2013-14,DET,82,29,53,0.354,19780,3182,7124,2675,5544,507,1580,1415,2111,1196,2525,3721,1714,687,395,1193,1666,8286,0.447,0.483,0.321,0.67,0.514,0.482
2013-14,GSW,82,51,31,0.622,19830,3236,7005,2462,4968,774,2037,1303,1731,896,2819,3715,1912,642,407,1247,1784,8549,0.462,0.496,0.38,0.753,0.55,0.517
2013-14,HOU,82,54,28,0.659,19830,3118,6603,2339,4424,779,2179,1814,2549,920,2797,3717,1755,621,461,1323,1676,8829,0.472,0.529,0.358,0.712,0.571,0.531
2013-14,IND,82,56,26,0.683,19780,2949,6573,2399,5031,550,1542,1485,1907,834,2831,3665,1651,550,446,1237,1675,7933,0.449,0.477,0.357,0.779,0.535,0.49
2013-14,LAC,82,57,25,0.695,19755,3208,6761,2515,4795,693,1966,1741,2384,858,2668,3526,2016,703,397,1136,1767,8850,0.474,0.525,0.352,0.73,0.567,0.526
2013-14,LAL,82,27,55,0.329,19705,3139,6980,2365,4948,774,2032,1390,1835,745,2620,3365,2006,611,446,1239,1627,8442,0.45,0.478,0.381,0.757,0.542,0.505
2013-14,MEM,82,50,32,0.61,19805,3122,6723,2717,5576,405,1147,1235,1666,950,2526,3476,1792,631,375,1124,1568,7884,0.464,0.487,0.353,0.741,0.529,0.494
2013-14,MIA,82,54,28,0.659,19880,3142,6272,2477,4443,665,1829,1431,1884,627,2397,3024,1847,732,367,1212,1596,8380,0.501,0.558,0.364,0.76,0.59,0.554
2013-14,MIL,82,15,67,0.183,19880,2952,6737,2404,5184,548,1553,1377,1843,971,2399,3370,1760,541,403,1238,1713,7829,0.438,0.464,0.353,0.747,0.519,0.479
2013-14,MIN,82,40,42,0.488,19855,3189,7175,2589,5418,600,1757,1790,2301,1024,2644,3668,1963,718,297,1142,1504,8768,0.444,0.478,0.341,0.778,0.535,0.486
2013-14,BRK,82,44,38,0.537,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079,0.459,0.497,0.369,0.753,0.555,0.514
2013-14,NOP,82,34,48,0.415,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177,0.459,0.479,0.373,0.769,0.537,0.495
2013-14,NYK,82,37,45,0.451,19855,3027,6739,2268,4701,759,2038,1271,1670,870,2437,3307,1641,631,367,1063,1815,8084,0.449,0.482,0.372,0.761,0.541,0.505
2013-14,OKC,82,59,23,0.72,19805,3194,6782,2530,4943,664,1839,1653,2052,887,2781,3668,1794,678,501,1256,1858,8705,0.471,0.512,0.361,0.806,0.566,0.52
2013-14,ORL,82,23,59,0.28,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914,0.445,0.474,0.353,0.763,0.525,0.487
2013-14,PHI,82,19,63,0.232,19855,3108,7150,2531,5303,577,1847,1362,1918,949,2556,3505,1791,765,330,1384,1844,8155,0.435,0.477,0.312,0.71,0.51,0.475
2013-14,PHO,82,48,34,0.585,19755,3172,6845,2407,4790,765,2055,1520,2004,928,2601,3529,1563,688,374,1258,1798,8629,0.463,0.503,0.372,0.758,0.558,0.519
2013-14,POR,82,54,28,0.659,19855,3207,7134,2437,5063,770,2071,1569,1926,1022,2786,3808,1904,454,387,1125,1576,8753,0.45,0.481,0.372,0.815,0.548,0.504
2013-14,SAC,82,28,54,0.341,19830,3026,6766,2535,5291,491,1475,1698,2237,990,2656,3646,1547,587,318,1249,1849,8241,0.447,0.479,0.333,0.759,0.532,0.484
2013-14,SAS,82,62,20,0.756,19755,3326,6844,2628,5087,698,1757,1289,1642,762,2786,3548,2064,604,420,1180,1495,8639,0.486,0.517,0.397,0.785,0.571,0.537
2013-14,TOR,82,48,34,0.585,19955,2992,6718,2279,4801,713,1917,1608,2055,935,2552,3487,1737,577,343,1159,1882,8305,0.445,0.475,0.372,0.782,0.545,0.498
2013-14,UTA,82,25,57,0.305,19780,2951,6652,2408,5075,543,1577,1346,1803,904,2477,3381,1664,570,366,1200,1699,7791,0.444,0.474,0.344,0.747,0.523,0.484
2013-14,WAS,82,44,38,0.537,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254,0.459,0.485,0.38,0.731,0.538,0.506
2014-15,ATL,82,60,22,0.732,19730,3121,6699,2303,4547,818,2152,1349,1735,715,2611,3326,2111,744,380,1167,1457,8409,0.466,0.506,0.38,0.778,0.563,0.527
2014-15,BOS,82,40,42,0.488,19880,3193,7211,2533,5190,660,2021,1266,1678,910,2685,3595,2009,674,294,1133,1738,8312,0.443,0.488,0.327,0.754,0.523,0.489
2014-15,CHO,82,33,49,0.402,19905,2913,6932,2415,5366,498,1566,1397,1867,820,2793,3613,1654,499,448,976,1494,7721,0.42,0.45,0.318,0.748,0.498,0.456
2014-15,CHI,82,50,32,0.61,19880,3001,6797,2356,4972,645,1825,1618,2067,959,2792,3751,1781,514,476,1145,1495,8265,0.442,0.474,0.353,0.783,0.536,0.489
2014-15,CLE,82,53,29,0.646,19780,3089,6739,2263,4486,826,2253,1453,1934,911,2612,3523,1814,603,340,1171,1510,8457,0.458,0.504,0.367,0.751,0.557,0.52
2014-15,DAL,82,50,32,0.61,19880,3255,7036,2523,4954,732,2082,1386,1843,858,2608,3466,1846,663,371,1062,1644,8628,0.463,0.509,0.352,0.752,0.55,0.515
2014-15,DEN,82,30,52,0.366,19880,3099,7158,2439,5126,660,2032,1462,1991,1012,2653,3665,1788,641,367,1166,1882,8320,0.433,0.476,0.325,0.734,0.518,0.479
2014-15,DET,82,32,50,0.39,19830,3041,7038,2338,4995,703,2043,1292,1838,1051,2630,3681,1771,623,383,1099,1559,8077,0.432,0.468,0.344,0.703,0.515,0.482
2014-15,GSW,82,67,15,0.817,19730,3410,7137,2527,4920,883,2217,1313,1709,853,2814,3667,2248,762,496,1185,1628,9016,0.478,0.514,0.398,0.768,0.571,0.54
2014-15,HOU,82,56,26,0.683,19805,3032,6832,2099,4152,933,2680,1525,2133,958,2624,3582,1820,777,407,1366,1803,8522,0.444,0.506,0.348,0.715,0.548,0.512
2014-15,IND,82,38,44,0.463,19855,2998,6824,2386,5084,612,1740,1373,1817,856,2822,3678,1757,505,375,1147,1742,7981,0.439,0.469,0.352,0.756,0.523,0.484
2014-15,LAC,82,56,26,0.683,19730,3228,6830,2401,4628,827,2202,1468,2067,784,2711,3495,2031,640,409,1012,1749,8751,0.473,0.519,0.376,0.71,0.565,0.533
2014-15,LAL,82,21,61,0.256,19930,3054,7020,2522,5474,532,1546,1433,1935,952,2647,3599,1715,578,366,1086,1741,8073,0.435,0.461,0.344,0.741,0.513,0.473
2014-15,MEM,82,55,27,0.671,19905,3097,6763,2674,5517,423,1246,1445,1869,856,2634,3490,1777,700,347,1094,1567,8062,0.458,0.485,0.339,0.773,0.531,0.489
2014-15,MIA,82,37,45,0.451,19730,2885,6330,2329,4671,556,1659,1438,1940,747,2461,3208,1626,642,372,1214,1636,7764,0.456,0.499,0.335,0.741,0.54,0.5
